Name;Symbol;Start Date;Hist.;Category;Exchange;Market;Currency;Type;Sector;Full Name
DIEBOLD NIXDORF (XET);D:WINX;19.05.2004;2004;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Diebold Nixdorf (XETRA)
DRILLISCH (XET);D:DRIX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Mobile Telecommunications;Drillisch (XETRA)
DT.PFANDBRIEFBANK;D:PBB;15.07.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Deutsche Pfandbriefbank
DVB BANK;D:DVB;05.04.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);DVB Bank
ELRINGKLINGER;D:ZIL2;28.10.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Elringklinger
FUCHS PETROLUB (XET);D:FPEX;08.01.1999;1999;Equities;XETRA;Germany;Euro;Equity;Chemicals;Fuchs Petrolub (XETRA)
GERRESHEIMER (XET);D:GXIX;08.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Gerresheimer (XETRA)
GFK (XET);D:GFKX;24.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;GFK (XETRA)
GRENKE N;D:GLJ;03.04.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Grenke N
GRENKE N (XET);D:GLJX;03.04.2000;2000;Equities;XETRA;Germany;Euro;Equity;Support Services;Grenke N (XETRA)
HAMBORNER REIT;D:HAB;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment Trusts;Hamborner REIT
HEIDELB.DRUCKMASCHINEN;D:HDD;08.12.1997;1997;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Heidelberger Druckmaschinen
KWS SAAT (XET);D:KWSX;29.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Food Producers;KWS Saat (XETRA)
LECHWERKE;D:LEC;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electricity;Lechwerke
LEONI;D:LEO;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;Leoni
NEMETSCHEK;D:NEM;09.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Nemetschek
NEMETSCHEK (XET);D:NEMX;11.03.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Nemetschek (XETRA)
OLDENBURGISCHE LB.;D:OLB;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Oldenburgische Landesbank
RHOEN-KLINIKUM (XET);D:RHKX;19.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Rhoen-Klinikum (XETRA)
ROCKET INTERNET;D:RKET;01.10.2014;2014;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Rocket Internet
ROCKET INTERNET (XET);D:RKEX;02.10.2014;2014;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Rocket Internet (XETRA)
SALZGITTER (XET);D:SZGX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Industrial Metals and Mining;Salzgitter (XETRA)
SCHAEFFLER;D:SHA;09.10.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Schaeffler
SCHAEFFLER (XET);D:SHAX;09.10.2015;2015;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Schaeffler (XETRA)
SEDLMAYR GRUND & IM.;D:SPB;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Sedlmayr Grund and Immobilien
SGL CARBON;D:SGL;07.04.1995;1995;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;SGL Carbon
SILTRONIC;D:WAF;10.06.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Siltronic
SILTRONIC (XET);D:WAFX;11.06.2015;2015;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Siltronic (XETRA)
SMA SOLAR TECHNOLOGY;D:S92;26.06.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;SMA Solar Technology
STRATEC BIOMEDICAL;D:SBS;25.08.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Stratec Biomedical
STROEER;D:SAX;14.07.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Stroeer
STROEER (XET);D:SAXX;14.07.2010;2010;Equities;XETRA;Germany;Euro;Equity;Media;Stroeer (XETRA)
TAG IMMOBILIEN;D:TEG;28.10.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Tag Immobilien
TAG IMMOBILIEN (XET);D:TEGX;27.11.2000;2000;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Tag Immobilien (XETRA)
UNI SEC SOL GS PAR;D:U4SA;24.07.2013;2013;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Uni SEC Sol GS Par
WUESTENROT & WUERTT(XET);D:WUWX;13.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Wuestenrot and Wuertt (XETRA)
WUESTENROT & WUERTT.;D:WUW;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Wuestenrot and Wuerttembergische
ADLER REAL ESTATE;D:ADL;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Adler Real Estate
ADLER REAL ESTATE (XET);D:ADLX;30.05.2003;2003;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Adler Real Estate (XETRA)
ADO PROPERTIES;D:ADJ;23.07.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;ADO Properties
ADO PROPERTIES (XET);D:ADJX;23.07.2015;2015;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;ADO Properties (XETRA)
ADVA OPTICAL NETWG.(XET);D:ADVX;30.03.1999;1999;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Adva Optical Networking (XETRA)
ALBA;D:ABA;22.06.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Alba
ALBA (XET);D:ITSX;19.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;Alba (XETRA)
AMADEUS FIRE;D:AAD;03.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Amadeus Fire
AUMANN;D:AAG;23.03.2017;2017;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Aumann
BAYWA;D:BYW6;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Food Producers;Baywa
BAYWA (XET);D:BY6X;28.12.2001;2001;Equities;XETRA;Germany;Euro;Equity;Food Producers;Baywa (XETRA)
BERTRANDT (XET);D:BDTX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Support Services;Bertrandt (XETRA)
BET-AT-HOME.COM;D:ACX;30.12.2004;2004;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Travel and Leisure;Bet-At-Home Com
BET-AT-HOME.COM (XET);D:ACXX;23.12.2005;2005;Equities;XETRA;Germany;Euro;Equity;Travel and Leisure;Bet-At-Home Com (XETRA)
BILFINGER BERGER;D:GBF;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Bilfinger Berger
BILFINGER BERGER (XET);D:GBFX;22.01.1996;1996;Equities;XETRA;Germany;Euro;Equity;Support Services;Bilfinger Berger (XETRA)
BORUSSIA DORTMUND;D:BVB;30.10.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Travel and Leisure;Borussia Dortmund
BORUSSIA DORTMUND (XET);D:BVBX;30.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Travel and Leisure;Borussia Dortmund (XETRA)
BRAAS MONIER BLDG. (XET) GR SERV;D:BMSX;25.06.2014;2014;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Braas Monier Building (XETRA) Gross Serv
BRAAS MONIER BUILDING GR SERV;D:BMSA;24.06.2014;2014;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Braas Monier Building Gross Serv
CANCOM;D:COK;15.09.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Cancom
CANCOM (XET);D:COKX;17.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Cancom (XETRA)
CAPITAL STAGE;D:CAP;28.07.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Capital Stage
CAPITAL STAGE (XET);D:CAPX;16.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Capital Stage (XETRA)
CEWE COLOR HOLDING (XET);D:CWCX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;General Retailers;Cewe Color Holding (XETRA)
COMDIRECT BANK;D:COM;02.06.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Comdirect Bank
COMDIRECT BANK (XET);D:COMX;02.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Comdirect Bank (XETRA)
CROPENERGIES;D:CE2;28.09.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Cropenergies
CROPENERGIES (XET);D:CE2X;28.09.2006;2006;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Cropenergies (XETRA)
DAHLBUSCH;D:DAL;24.10.1977;1977;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Dahlbusch
DEUTSCHE BET. (XET);D:DBAX;28.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Deutsche Beteiligung (XETRA)
DEUTZ;D:DEZ;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Deutz
DEUTZ (XET);D:DEZX;24.01.1996;1996;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Deutz (XETRA)
DIC ASSET;D:DIC;06.05.2003;2003;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Dic Asset
DIC ASSET (XET);D:DICX;13.04.2006;2006;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Dic Asset (XETRA)
DINKELACKER;D:DWB;26.09.1988;1988;Equities;Stuttgart;Germany;Euro;Equity;Beverages;Dinkelacker
DT.PFANDBRIEFBANK (XET);D:PBBX;15.07.2015;2015;Equities;XETRA;Germany;Euro;Equity;Banks;Deutsche Pfandbriefbank (XETRA)
ELRINGKLINGER (XET);D:ZILX;17.06.2002;2002;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Elringklinger (XETRA)
EVOTEC;D:EVT;09.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Evotec
EVOTEC (XET);D:EVTX;11.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Evotec (XETRA)
GERRY WEBER INTL.;D:GWI1;26.08.1996;1996;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;Gerry Weber International
GERRY WEBER INTL. (XET);D:GWIX;05.03.1999;1999;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Gerry Weber International (XETRA)
GRAMMER;D:GAM;15.07.1996;1996;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Grammer
GRAMMER (XET);D:GAMX;04.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Grammer (XETRA)
H & R;D:2HR;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;H&R
H & R (XET);D:2HRX;12.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Chemicals;H&R (XETRA)
HAMB.HAFEN UD.LOGISTIK;D:HHFA;01.11.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Transportation;Hamburger Hafen und Logistik
HAMBORNER REIT (XET);D:HABX;12.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment Trusts;Hamborner REIT (XETRA)
HAMBURGER HAFEN UND(XET) LOGISTIK;D:HHFX;01.11.2007;2007;Equities;XETRA;Germany;Euro;Equity;Industrial Transportation;Hamburger Hafen und (XETRA) Logistik
HEIDELBERGER (XET) DRUCKMASCHINEN;D:HDDX;16.03.1998;1998;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Heidelberger (XETRA) Druckmaschinen
HOMAG GROUP;D:HG1;12.07.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Homag Group
HOMAG GROUP (XET);D:LIGX;12.07.2007;2007;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Homag Group (XETRA)
HORNBACH HOLDING;D:HBH;02.07.1987;1987;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Hornbach Holding
HORNBACH HOLDING (XET);D:HBHX;14.02.1996;1996;Equities;XETRA;Germany;Euro;Equity;General Retailers;Hornbach Holding (XETRA)
HORNBACH-BAUMARKT;D:HBM;25.11.1993;1993;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Hornbach-Baumarkt
HORNBACH-BAUMARKT (XET);D:HBMX;09.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;General Retailers;Hornbach-Baumarkt (XETRA)
HYPOPORT FINANCE;D:HYQ;26.10.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Hypoport Finance
HYPOPORT FINANCE (XET);D:HYQX;26.10.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Hypoport Finance (XETRA)
INDUS HOLDING;D:INH;13.09.1995;1995;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Industrials;Indus Holding
INDUS HOLDING (XET);D:INHX;09.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;General Industrials;Indus Holding (XETRA)
ISRA VISION;D:ISR;19.04.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Isra Vision
ISRA VISION (XET);D:ISRX;20.04.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Isra Vision (XETRA)
JENOPTIK;D:JEN;16.06.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;Jenoptik
JENOPTIK (XET);D:JENX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Jenoptik (XETRA)
KLOECKNER & CO;D:KCO;27.06.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Metals and Mining;Kloeckner and Company
KLOECKNER & CO (XET);D:KCOX;27.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Industrial Metals and Mining;Kloeckner and Company (XETRA)
KOENIG & BAUER;D:SKB;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Koenig and Bauer
KOENIG & BAUER (XET);D:SKBX;24.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Koenig and Bauer (XETRA)
KPS;D:KSC;13.07.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;KPS
KPS (XET);D:KSCX;15.07.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;KPS (XETRA)
LEONI (XET);D:LEOX;27.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Leoni (XETRA)
MBB;D:MBB;08.05.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);MBB
MBB (XET);D:MBBX;08.05.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);MBB (XETRA)
MEDION;D:MDN;25.02.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Medion
MEDION (XET);D:MDNX;01.03.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;Medion (XETRA)
MERKUR BANK;D:MBK;23.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Merkur Bank
MLP;D:MLP;08.08.1990;1990;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);MLP
MLP (XET);D:MLPX;15.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);MLP (XETRA)
MORPHOSYS;D:MOR;08.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Morphosys
MORPHOSYS (XET);D:MORX;17.03.1999;1999;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Morphosys (XETRA)
MUEHLBAUER HOLDING;D:MUB;09.07.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Muehlbauer Holding
MUEHLBAUER HOLDING (XET);D:MUBX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Muehlbauer Holding (XETRA)
MVV ENERGIE;D:MVV1;02.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electricity;MVV Energie
MVV ENERGIE (XET);D:MVVX;01.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Electricity;MVV Energie (XETRA)
NORDEX;D:NDX1;30.03.2001;2001;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Nordex
NORDEX (XET);D:NDXX;30.03.2001;2001;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Nordex (XETRA)
NORMA GROUP;D:NOEJ;07.04.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Norma Group
NORMA GROUP (XET);D:OEJX;07.04.2011;2011;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Norma Group (XETRA)
NUERNBERGER BETS.;D:NBG6;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Nonlife Insurance;Nuernberger Beteiligungs
NUERNBERGER BETS. (XET);D:NB6X;23.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Nonlife Insurance;Nuernberger Beteiligungs (XETRA)
PATRIZIA IMMOBILIEN;D:P1Z;30.03.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Patrizia Immobilien
PATRIZIA IMMOBILIEN(XET);D:P1ZX;30.03.2006;2006;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Patrizia Immobilien (XETRA)
PAUL HARTMANN;D:PHH2;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Paul Hartmann
PFEIFFER VACUUM (XET) TECH.;D:PFVX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Pfeiffer Vacuum (XETRA) Technology
PFEIFFER VACUUM TECH.;D:PFV;15.04.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Pfeiffer Vacuum Technology
PRINCESS PRIV.EQ.HLDG.;PEY;31.10.2007;2007;Equities;London;Germany;Euro;Equity;Financial Services (Sector);Princess Private Equity Holding
PROCREDIT HOLDING;D:PCZ;22.12.2016;2016;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Procredit Holding
PROCREDIT HOLDING (XET);D:PCZX;23.12.2016;2016;Equities;XETRA;Germany;Euro;Equity;Banks;Procredit Holding (XETRA)
RA MICRO INTL.;D:T0C;28.07.2014;2014;Equities;Duesseldorf;Germany;Euro;Equity;Financial Services (Sector);RA Micro International
RENK;D:ZAR;30.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Renk
RIB SOFTWARE;D:RIB;12.11.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;RIB Software
RIB SOFTWARE (XET);D:RSAX;12.11.2009;2009;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;RIB Software (XETRA)
S&T;D:SANT;17.11.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;S&T
S&T (XET);D:GOAX;17.11.2000;2000;Equities;XETRA;Germany;Euro;Equity;General Retailers;S&T (XETRA)
SAF-HOLLAND;D:SFQ;25.07.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;SAF-Holland
SAF-HOLLAND (XET);D:SFQX;25.07.2007;2007;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;SAF-Holland (XETRA)
SCHULER NEUE SHARES;D:SCUN;23.03.1999;1999;Equities;Munich;Germany;Euro;Equity;Industrial Engineering;Schuler Neue Shares
SDWD.SALZWERKE;D:SSH;03.10.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Sudwestdeutsche Salzwerke
SENVION;D:SEN;22.03.2016;2016;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Senvion
SENVION (XET);D:SENX;22.03.2016;2016;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Senvion (XETRA)
SGL CARBON (XET);D:SGLX;24.04.1996;1996;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;SGL Carbon (XETRA)
SIXT;D:SIX2;08.02.1990;1990;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Sixt
SIXT (XET);D:SI2X;23.03.1998;1998;Equities;XETRA;Germany;Euro;Equity;General Retailers;Sixt (XETRA)
SLM SOLUTION GROUP;D:AM3D;08.05.2014;2014;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;SLM Solution Group
SLM SOLUTION GROUP (XET);D:AM3X;08.05.2014;2014;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;SLM Solution Group (XETRA)
SMA SOLAR TECH. (XET);D:S92X;26.06.2008;2008;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;SMA Solar Technology (XETRA)
STABILUS;D:STM;22.05.2014;2014;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Stabilus
STABILUS (XET);D:STMX;22.05.2014;2014;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Stabilus (XETRA)
STRABAG;D:STB1;01.01.1975;1975;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Strabag
STRATEC BIOMEDICAL (XET);D:SBSX;21.09.2000;2000;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Stratec Biomedical (XETRA)
TAKKT;D:TTK;15.09.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Takkt
TAKKT (XET);D:TTKX;15.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;General Retailers;Takkt (XETRA)
TELE COLUMBUS;D:TC1;22.01.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Tele Columbus
TELE COLUMBUS (XET);D:TC1X;14.04.2015;2015;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Tele Columbus (XETRA)
TLG IMMOBILIEN;D:TLG;23.10.2014;2014;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;TLG Immobilien
TLG IMMOBILIEN (XET);D:TLGX;24.10.2014;2014;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;TLG Immobilien (XETRA)
VERALLIA DEUTSCHLAND;D:OLG;23.05.1986;1986;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Industrials;Verallia Deutschland
VERBIO VER. (XET) BIOENERGIE;D:VBKX;13.10.2006;2006;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Verbio Vereinigte (XETRA) Bioenergie
VERBIO VER.BIOENERGIE;D:VBK;13.10.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Verbio Vereinigte Bioenergie
VIB VERMOEGEN;D:VIH;28.11.2005;2005;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;VIB Vermoegen
VIB VERMOEGEN (XET);D:VIHX;28.11.2005;2005;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;VIB Vermoegen (XETRA)
VOSSLOH;D:VOS;14.06.1990;1990;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Vossloh
VOSSLOH (XET);D:VOSX;18.08.1997;1997;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Vossloh (XETRA)
VTG;D:VT9;27.06.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Transportation;Voting
VTG (XET);D:VT9X;27.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Industrial Transportation;Voting (XETRA)
WACKER NEUSON;D:WAC;14.05.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Wacker Neuson
WACKER NEUSON (XET);D:WACX;14.05.2007;2007;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Wacker Neuson (XETRA)
WASHTEC;D:WSU;12.11.1997;1997;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Washtec
WASHTEC (XET);D:WSUX;02.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Washtec (XETRA)
WESTGRUND;D:WEG1;02.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Westgrund
WESTGRUND (XET);D:WG1X;29.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Westgrund (XETRA)
XING;D:O1BC;06.12.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Xing
XING (XET);D:O1BX;06.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Xing (XETRA)
ZOOPLUS;D:ZO1;08.05.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Household Goods and Home Construction;Zooplus
